addref,city,assembly,body,make,model,year,engine,transmission,fuel,color,registered,mileage,price
7809200,Karachi,,,Honda,Civic,,1500,Manual,Petrol,White,Karachi,200000,460000
7797638,Swabi,Imported,,Toyota,Surf,1996,3400,Automatic,Petrol,Silver,Lahore,200000,3500000
7809203,Lahore,Imported,Hatchback,Daihatsu,Move,2016,660,Automatic,Petrol,,Lahore,132111,2050000
7809219,Mardan,,Hatchback,Suzuki,Alto,2010,1000,Manual,,Graphite Grey,Lahore,10000,1100000
7439729,Rawalpindi,,Sedan,Honda,City,2016,1300,Manual,Petrol,White,Multan,88000,3100000
7578514,Karachi,,Hatchback,Suzuki,Alto,2022,660,Automatic,Petrol,Silver,Sindh,24500,2800000
7640976,Kharian,Imported,Sedan,Honda,Accord,2005,2400,Automatic,Petrol,Crystal Black Pearl,Lahore,200000,2200000
7642051,Karachi,Imported,Hatchback,Nissan,Dayz,2016,660,Automatic,Petrol,Purple,Sindh,41000,2800000
7809223,Islamabad,Imported,,Toyota,Crown,,2500,Automatic,Petrol,Gold,Islamabad,91065,1550000
7809217,Mian,,Sedan,Suzuki,Liana,2007,1300,Manual,Petrol,Cerullian Blue,Lahore,200000,1050000
7809226,Islamabad,Imported,Hatchback,Toyota,Passo,2020,1000,Automatic,Petrol,,Un-Registered,32000,4200000
7599965,Lahore,,SUV,Toyota,Fortuner,2022,2700,Automatic,Petrol,Grey,Punjab,500,18000000
7129815,Peshawar,Imported,Sedan,Toyota,Prius,2010,1800,Automatic,Hybrid,Black,Islamabad,150000,3900000
7809168,Khanpur,Imported,,Suzuki,Jimny,1997,1500,Manual,Petrol,Silver,Punjab,456711,2200000
7809169,Lahore,Imported,Sedan,Mercedes,Benz,2008,1800,Automatic,Petrol,Black,Lahore,140000,6000000
7337557,Wah,Imported,Sedan,Daewoo,Racer,1993,1500,Manual,Petrol,Grey,Mardan,358000,475000
7809174,Faisalabad,,Sedan,Honda,Civic,2000,1600,Manual,Petrol,Silver,Sindh,28500,1000000
7809187,Burewala,,Sedan,Toyota,Corolla,2010,1300,Manual,Petrol,Silver Metallic,Lahore,152000,2300000
7809179,Lahore,Imported,Crossover,Honda,Vezel,2014,1500,Automatic,Hybrid,White,Punjab,105000,5500000
7809185,Lahore,,Sedan,Honda,Civic,,1500,Automatic,Petrol,White,Un-Registered,10000,10400000
7809151,Sheikhupura,,Sedan,Toyota,Corolla,2016,1300,Manual,Petrol,White,Lahore,141000,3200000
7809081,Multan,,Sedan,Toyota,Corolla,2018,1300,Manual,Petrol,Attitude Black,Lahore,100000,3500000
7809078,Lahore,,Sedan,Honda,Civic,2002,1600,Automatic,Petrol,Blue,Faisalabad,160000,1285000
7464841,Lahore,,Sedan,Audi,A5,2014,1800,Automatic,Petrol,White,Lahore,105500,7950000
7809069,Toba,,Sedan,Toyota,Corolla,2019,1300,Manual,Petrol,White,Lahore,90000,4550000
2657581,Lahore,,Sedan,Toyota,Corolla,2016,1800,Manual,Petrol,Silver,Lahore,105000,4275000
7809079,Karachi,Imported,,BMW,7,2006,3000,Automatic,Diesel,Black,Islamabad,786,6200000
7809108,Rawalpindi,,Hatchback,Suzuki,Cultus,2013,1000,Manual,Petrol,Solid White,Islamabad,100000,1585000
7809088,Gujranwala,Imported,Sedan,Toyota,Corolla,2001,1800,Automatic,Petrol,Gold,Islamabad,200000,1900000
7809110,Karachi,,Sedan,Toyota,Corolla,2019,1300,Automatic,Petrol,Attitude Black,Sindh,84000,4300000
7809109,Gujranwala,,Sedan,Honda,Civic,2012,1800,Automatic,Petrol,Silver,Lahore,78500,2850000
7809111,Karachi,,Hatchback,Prince,Pearl,2021,800,Manual,Petrol,White,Sindh,20000,1500000
7809085,Bahawalpur,,Hatchback,Suzuki,Mehran,2008,800,Manual,Petrol,Snow White Pearl,Punjab,120000,750000
7809112,Faisalabad,Imported,Hatchback,Subaru,Pleo,2014,660,Automatic,Petrol,Silver,Lahore,117000,1875000
7630659,Islamabad,,Hatchback,Suzuki,Mehran,2007,800,Manual,Petrol,White,Rawalpindi,150000,725000
7809127,Sialkot,,Crossover,DFSK,Glory,2022,1500,Automatic,Petrol,White,Islamabad,35000,5375000
7809125,Sheikhupura,,Hatchback,Suzuki,Alto,2020,660,Automatic,Petrol,Solid White,Punjab,45800,2715000
7809129,Karachi,,Hatchback,Suzuki,Cultus,2008,1000,Manual,Petrol,Silver,Sindh,8261,785000
7809130,Faisalabad,,Sedan,Honda,City,2017,1500,Manual,Petrol,Lunar Silver Metallic,Lahore,55800,3500000
7809134,Lahore,,Sedan,Honda,Civic,2007,1800,Manual,Petrol,Blue,Lahore,73000,2250000
7809138,Peshawar,,Hatchback,Suzuki,Alto,2004,1000,Manual,Petrol,Turquoise,Karachi,12332,750000
7809146,Rawalpindi,,Sedan,Honda,Civic,2022,1500,Automatic,Petrol,White,Islamabad,11600,8400000
7809068,Karachi,Imported,SUV,Toyota,Prado,2010,4000,Automatic,Petrol,Attitude Black Mica,Karachi,140000,18200000
7809140,Karachi,,Hatchback,Suzuki,Mehran,2007,800,Manual,Petrol,Blue,Sindh,50000,470000
7808159,Gujranwala,,Sedan,Mitsubishi,Lancer,2007,1600,Automatic,Petrol,Cool Silver Metallic,Lahore,141000,1600000
7809142,Faisalabad,,Sedan,Honda,City,2019,1500,Manual,Petrol,Taffeta White,Punjab,28000,3950000
7356776,Islamabad,Imported,Sedan,Toyota,Corolla,1998,1800,Manual,Petrol,Green,Lahore,100000,1400000
6547610,Lahore,,Hatchback,KIA,Picanto,2022,1000,Automatic,Petrol,White,Un-Registered,1300,3700000
7809007,Rawalpindi,,Sedan,Suzuki,Baleno,2004,1300,Manual,Petrol,Beige,Islamabad,200000,1000000
7809002,Lahore,Imported,,Toyota,Vitz,2013,1000,Automatic,Petrol,Silver,Lahore,90500,2350000
7809008,Lahore,,Sedan,Changan,Alsvin,2022,1300,Manual,Petrol,Steller White,Islamabad,31000,3500000
7809010,Rahim,,Hatchback,Suzuki,Mehran,2010,800,Manual,Petrol,White,Bahawalpur,115000,575000
7809004,Karachi,,Hatchback,Suzuki,Alto,2011,1000,Manual,Petrol,Green,Karachi,122000,855000
7809011,Karachi,Imported,Hatchback,Nissan,March,2007,1000,Automatic,Petrol,White,Karachi,122000,1500000
7809006,Sialkot,,Sedan,Honda,Civic,2018,1800,Automatic,Petrol,Lunar Silver Metallic,Lahore,80000,5300000
7809035,Gujranwala,Imported,,Nissan,Cube,1997,3000,Manual,Diesel,Black,Muzaffarabad,10000,1400000
7809017,Lahore,Imported,SUV,Toyota,Land,2002,4200,Automatic,Diesel,Unlisted,Punjab,100000,8800000
7809021,Faisalabad,Imported,Hatchback,Toyota,Aqua,2018,1500,Automatic,Petrol,White,Lahore,133008,4500000
7809030,Karachi,,Hatchback,Suzuki,Khyber,1994,1000,Manual,Petrol,White,Karachi,786,265000
7809041,Islamabad,,Hatchback,Suzuki,Wagon,2021,1000,Manual,Petrol,White,Islamabad,57000,2750000
7809028,Lahore,,Hatchback,Suzuki,Cultus,2009,1000,Manual,Petrol,White,Lahore,7000,1050000
7324910,Karachi,Imported,,Daihatsu,Rocky,,2800,Manual,Diesel,White,Lahore,123764,1260000
7808885,Islamabad,,Sedan,Toyota,Corolla,,1798,Automatic,Petrol,Attitude Black,Islamabad,8143,8200000
7809043,Gujranwala,Imported,,Honda,Vezel,2015,1500,Automatic,Hybrid,Black,Punjab,40000,5525000
7808892,Lahore,,Sedan,Toyota,Corolla,2015,1600,Automatic,Petrol,Super White,Islamabad,106000,4600000
7809031,Multan,,Sedan,Honda,Civic,2008,1800,Manual,Petrol,Crystal Black,Islamabad,200000,1990000
7808887,Islamabad,,Hatchback,Suzuki,Mehran,2002,800,Manual,Petrol,Blue,Lahore,100000,680000
7808889,Sukkur,Imported,,Honda,Freed,2012,1500,Automatic,Petrol,Grey,Karachi,98000,3500000
7809045,Karachi,Imported,Hatchback,Toyota,Vitz,2013,1000,Automatic,Petrol,Black Mica Metallic,Karachi,70000,2550000
7808900,Lahore,,Compact sedan,Honda,City,2021,1200,Automatic,Petrol,White,Punjab,25500,4490000
7808912,Sargodha,,Hatchback,KIA,Picanto,2022,998,Manual,Petrol,Clear White,Un-Registered,1,3100000
7808929,Lahore,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,Black,Punjab,131000,2600000
7808934,Islamabad,Imported,Hatchback,Toyota,iQ,2009,1000,Automatic,Petrol,Black,Islamabad,95000,2350000
7808939,Lahore,,Hatchback,Suzuki,Mehran,2008,800,Manual,Petrol,Blue,Punjab,75000,765000
7163489,Peshawar,,Sedan,Toyota,Yaris,2020,1500,Automatic,Petrol,White,Un-Registered,7200,5000000
7808920,Lahore,Imported,SUV,Toyota,Land,2014,4600,Automatic,Petrol,Black,Islamabad,85000,32500000
7808941,Sheikhupura,,Hatchback,Suzuki,Wagon,2016,1000,Manual,Petrol,Solid White,Multan,113000,1900000
7808959,Islamabad,,Sedan,Honda,City,2014,1300,Manual,Petrol,Black,Karachi,75000,2700000
7547528,Abbottabad,,Hatchback,Suzuki,Alto,2022,660,Manual,Petrol,White,Un-Registered,28000,2600000
7808948,Gujranwala,Imported,,Toyota,Duet,1998,1000,Automatic,Petrol,Yellow,Punjab,150000,1075000
7808951,Peshawar,,Sedan,Honda,Civic,2010,1800,Automatic,Petrol,Black,Punjab,191000,2650000
7808962,Karachi,,Sedan,Honda,City,2002,1500,Manual,Petrol,White,Sindh,10,800000
7632446,Karachi,Imported,Sedan,Toyota,Corolla,2015,1500,Automatic,Petrol,Navy,Karachi,115000,5200000
5450428,Karachi,,SUV,Toyota,Surf,2004,2700,Automatic,Petrol,Black,Sindh,110000,7000000
7808973,Rawalpindi,Imported,Hatchback,Suzuki,Alto,2007,660,Automatic,Petrol,White,Islamabad,150000,1650000
7808964,Karachi,,Hatchback,Daihatsu,Cuore,2008,800,Manual,Petrol,Green,Sindh,200000,510000
7808880,Lahore,,Sedan,Honda,Civic,2013,1800,Automatic,Petrol,White,Punjab,121000,3450000
7808773,Bahawalpur,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,Gold,Sindh,185000,2300000
7808783,Lahore,Imported,SUV,Toyota,Prado,2003,3378,Automatic,Petrol,White,Punjab,150000,7500000
7808807,Lahore,Imported,Sedan,Toyota,Corolla,2010,1600,Manual,Petrol,Black,Lahore,180000,1850000
7533595,Karachi,Imported,,Honda,Freed,2012,1500,Automatic,Petrol,White,Karachi,85000,4000000
7808785,Gujranwala,Imported,Sedan,Toyota,Prius,2014,1800,Automatic,Petrol,Black,Islamabad,103000,4600000
7808786,Badin,,Hatchback,Suzuki,Cultus,2017,1000,Manual,Petrol,White,Karachi,5523,1630000
7808801,Karachi,,Sedan,Honda,Civic,2003,1600,Automatic,Petrol,Blue,Sindh,113930,1375000
7808790,Karachi,Imported,Sedan,Suzuki,Margalla,1997,1300,Manual,Petrol,White,Sindh,25000,380000
7808795,Rawalpindi,,Hatchback,Suzuki,Alto,2020,660,Automatic,Petrol,Solid White,Punjab,58000,2600000
7808788,Islamabad,,Hatchback,Suzuki,Mehran,2003,800,Manual,Petrol,White,Lahore,10000,560000
7808799,Islamabad,,,Suzuki,Jimny,,1300,Manual,Petrol,Green,Punjab,50,1795000
7579810,Lahore,,Hatchback,Suzuki,Mehran,2017,796,Manual,Petrol,Solid White,Punjab,66000,1275000
7808835,Lahore,,Sedan,Honda,City,2004,1300,Manual,Petrol,Blue,Karachi,9000,1100000
7808815,Jhelum,Imported,Hatchback,Suzuki,FX,,800,Manual,Petrol,Blue,Punjab,39613,220000
7353274,Peshawar,,Sedan,Honda,City,2007,1300,Manual,Petrol,White,Peshawar,190000,2000000
7808805,Karachi,Imported,Micro Van,Nissan,Clipper,2012,660,Automatic,Petrol,Silver,Sindh,188000,1500000
7177618,Gujranwala,Imported,Compact sedan,Honda,City,2022,1200,Manual,Petrol,Black,Islamabad,9000,4700000
7798719,Karachi,,Sedan,Toyota,Corolla,2021,1598,Automatic,Petrol,Attitude Black,Karachi,13000,7200000
7245375,Chashma,,Sedan,Toyota,Corolla,2015,1300,Manual,Petrol,Black,Lahore,87000,3845000
7808858,Lahore,,,Toyota,Fortuner,2019,2700,Automatic,Petrol,White,Islamabad,42000,13600000
7808826,Lahore,,Sedan,Honda,Civic,2006,1600,Manual,Petrol,Black,Punjab,200000,1450000
7808866,Faisalabad,,Hatchback,Suzuki,Cultus,2020,1000,Manual,Petrol,White,Punjab,52000,3015000
6809783,Hyderabad,,Sedan,Toyota,Corolla,2004,1600,Automatic,Petrol,White,Karachi,105000,1875000
7808848,Hasilpur,,Sedan,Toyota,Corolla,2019,1300,Manual,Petrol,Attitude Black,Lahore,95000,3950000
7808874,Karachi,Imported,Hatchback,Suzuki,Alto,2002,1000,Manual,,Silky Silver,Sindh,999,530000
7808979,Karachi,,Sedan,Honda,City,2006,1300,Automatic,Petrol,Taffeta White,Karachi,129000,1895000
7808984,Lahore,,Sedan,Honda,City,2000,1500,Automatic,Petrol,White,Lahore,130000,1090000
7808987,Lahore,Imported,Hatchback,Daihatsu,Cast,2019,660,Automatic,Petrol,Black,Punjab,81088,2800000
7809050,Islamabad,Imported,,Honda,Civic,,1500,Manual,Petrol,White,Punjab,10000,810000
7809052,Karachi,Imported,,Nissan,Sunny,1994,1700,Manual,Diesel,Yellow,Sindh,14,300000
7809056,Lahore,Imported,Crossover,Honda,Vezel,2017,1500,Automatic,Hybrid,White,Punjab,60000,6550000
7809059,Peshawar,Imported,Hatchback,Daihatsu,Move,2008,660,Automatic,Petrol,Black,Lahore,1100,1650000
7257010,Islamabad,,Sedan,Toyota,Corolla,2016,1300,Manual,Petrol,White,Islamabad,140000,3540000
7808706,Islamabad,,Hatchback,Suzuki,Alto,2019,660,Automatic,Petrol,Solid White,Islamabad,84000,2540000
7808704,Karachi,Imported,Hatchback,Suzuki,Cultus,2016,1000,Manual,Petrol,Grey,Sindh,60000,1500000
7638267,Lahore,Imported,,KIA,Niro,2019,1500,Automatic,Hybrid,Black,Un-Registered,27000,7500000
7808701,Karachi,,Sedan,Suzuki,Liana,2014,1300,Manual,Petrol,Grey,Karachi,110000,1550000
7808697,Lahore,Imported,,Subaru,Pleo,2019,660,Automatic,Petrol,Burgundy,Lahore,72000,1890000
7430395,Islamabad,,Sedan,Honda,City,2020,1500,Automatic,Petrol,Modern Steel Metallic,Islamabad,29000,4430000
7808739,Karachi,,Sedan,Honda,Civic,2018,1800,Automatic,Petrol,Taffeta White,Karachi,58500,5000000
7808731,Hyderabad,Imported,,Toyota,Vitz,2016,1000,Automatic,Petrol,Grey,Sindh,75000,3900000
7808715,Kunjah,Imported,Hatchback,Suzuki,Khyber,1997,1000,Manual,Petrol,White,Punjab,250000,450000
7808740,Rahim,Imported,Mini Van,Toyota,ISIS,2007,1800,Automatic,Petrol,Silver,Karachi,155,2585000
7808732,Islamabad,,Sedan,Honda,Civic,2011,1800,Manual,Petrol,Maroon,Islamabad,95000,2600000
7808722,Lahore,,,FAW,X-PV,2018,1000,Manual,Petrol,Silver,Lahore,5,950000
7808727,Lahore,,Sedan,Toyota,Corolla,2014,1300,Manual,Petrol,Silver,Punjab,93000,3575000
7297413,Wah,,Sedan,Toyota,Corolla,2011,1300,Manual,Petrol,White,Islamabad,210000,2500000
7808751,Abbottabad,,Hatchback,Suzuki,Cultus,2010,1000,Manual,Petrol,Solid White,Islamabad,102000,1550000
7808762,Peshawar,Imported,,Suzuki,Wagon,2019,660,Automatic,Hybrid,,Un-Registered,21000,3600000
7808761,Karachi,,Sedan,Toyota,Corolla,2015,1300,Manual,Petrol,Dorado Gold,Karachi,113000,3100000
7808763,Sumandari,Imported,,Toyota,Mark,2016,2400,Automatic,Petrol,Silver,Islamabad,116300,4050000
7808738,Karachi,,Compact SUV,KIA,Sorento,2022,2400,Automatic,Petrol,White,Karachi,17000,9600000
7808764,Rawalpindi,,Hatchback,Suzuki,Cultus,2006,1000,Manual,Petrol,White,Faisalabad,110000,920000
7808750,Lahore,Imported,,Suzuki,Swift,,1200,Automatic,Petrol,White,Un-Registered,100,4980000
7636804,Islamabad,,,Honda,Accord,,1600,Manual,Petrol,Maroon,Islamabad,100000,1450000
7808692,Karachi,,Hatchback,Suzuki,Wagon,2022,1000,Manual,Petrol,Graphite Grey,Karachi,19060,2450000
7808768,Sialkot,,Sedan,Toyota,Corolla,2017,1600,Automatic,Petrol,Super White,Lahore,82000,4975000
7808769,Islamabad,Imported,Sedan,Mercedes,Benz,2010,1800,Automatic,Petrol,Black,Islamabad,88000,6000000
7809066,Lahore,Imported,Sedan,Suzuki,Baleno,2003,1300,Manual,Petrol,Silky Silver,Lahore,150000,1150000
7808623,Peshawar,Imported,Station Wagon,Toyota,Corolla,2015,1500,Automatic,Petrol,Blue,Islamabad,120000,4500000
7808624,Lahore,,Sedan,Honda,Civic,2011,1800,Manual,Petrol,Black,Karachi,80000,2490000
7808628,Lahore,,Hatchback,Suzuki,Cultus,2011,1000,Manual,Petrol,Graphite Grey,Lahore,44000,1350000
7808639,Sialkot,Imported,,Suzuki,Vitara,2017,1600,Automatic,Petrol,Black,Islamabad,60000,5500000
7808619,Islamabad,,Sedan,Suzuki,Baleno,2005,1300,Manual,Petrol,Silver,Rawalpindi,270000,1290000
7636047,Islamabad,Imported,Hatchback,Toyota,Vitz,2018,1000,Automatic,Petrol,Black,Islamabad,99993,4000000
7808590,Gujrat,Imported,,Ford,Ranger,2012,3198,Automatic,Petrol,White,Sindh,143000,7000000
7808593,Islamabad,Imported,,Honda,Civic,2011,1800,Automatic,Petrol,Black,Sindh,125000,2250000
7808615,Faisalabad,,Sedan,Toyota,Corolla,2018,1300,Manual,Petrol,Silver Metallic,Islamabad,104000,4300000
7808621,Peshawar,,Sedan,Toyota,Corolla,2021,1800,Automatic,Petrol,White,Peshawar,26500,6670000
7808645,Faisalabad,,Hatchback,Suzuki,Alto,2005,660,Automatic,Petrol,White,Punjab,160000,850000
7808647,Lahore,,Sedan,Honda,City,2014,1300,Manual,Petrol,Bronze,Lahore,130000,2500000
7474500,Rawalpindi,Imported,Hatchback,Hyundai,Santro,2003,1000,Manual,Petrol,Silver,Islamabad,244524,1000000
7808666,Lahore,Imported,Sedan,Toyota,Prius,2015,1800,Automatic,Hybrid,Black,Islamabad,120000,5495000
7808652,Lahore,,Hatchback,Suzuki,Cultus,2018,1000,Manual,Petrol,Silver,Islamabad,61000,2530000
7386831,Peshawar,,Hatchback,Suzuki,Cultus,2016,1000,Manual,Petrol,Graphite Grey,Peshawar,63000,1825000
7808654,Multan,,Compact sedan,Honda,City,2022,1200,Automatic,Petrol,White,Punjab,20000,4725000
7808657,Kohat,,Sedan,Toyota,Corolla,2017,1600,Automatic,Petrol,Silver Metallic,Islamabad,130000,4300000
7635374,Islamabad,Imported,,KIA,Sorento,2005,2500,Automatic,Petrol,Black,Sindh,80000,4050000
7808669,Rawalpindi,,Hatchback,Suzuki,Alto,2021,660,Manual,Petrol,Silver,Islamabad,26000,2390000
7808672,Karachi,,Sedan,Toyota,Corolla,2014,1800,Automatic,Petrol,Bronze,Sindh,100,3650000
7808675,Karachi,,Hatchback,Suzuki,Cultus,2017,1000,Manual,Petrol,Beige,Karachi,65300,2275000
7808677,Sheikhupura,,Sedan,Honda,City,2014,1300,Manual,Petrol,Taffeta White,Lahore,99000,2630000
7808687,Rawalpindi,,Mini Van,Suzuki,Bolan,2007,800,Manual,Petrol,Solid White,Rawalpindi,250000,750000
7808577,Bahawalnagar,,Sedan,Honda,City,2018,1300,Manual,Petrol,Taffeta White,Sindh,50000,3400000
7808581,Islamabad,,Sedan,Toyota,Corolla,1994,1500,Manual,Petrol,White ,Lahore,50000,1350000
7808589,Lahore,Imported,,Daihatsu,Hijet,2015,660,Automatic,Petrol,Black,Lahore,76000,1550000
7808546,Mandi,,Sedan,Honda,City,2006,1300,Automatic,Petrol,White,Lahore,200000,1420000
7808549,Karachi,Imported,,Chrysler,300,2017,1400,Automatic,Petrol,Black,Un-Registered,40000,13500000
7808551,Islamabad,Imported,SUV,Lexus,LX,2018,5700,Automatic,Petrol,White,Un-Registered,20000,79500000
7808550,Peshawar,,,Suzuki,Mehran,2010,660,Manual,,Blue,Karachi,30000,750000
7808553,Peshawar,Imported,Sedan,Toyota,Corolla,,1500,Manual,Petrol,Beige,Peshawar,250000,950000
7808563,Mardan,,Hatchback,Suzuki,Alto,2011,1000,Manual,Petrol,White,Karachi,38000,1050000
7808567,Peshawar,,Sedan,Toyota,Corolla,,1300,Manual,Petrol,Red,Multan,9900,540000
7752244,Lahore,Imported,Hatchback,Suzuki,Alto,,660,Automatic,Petrol,White,Lahore,1680,3225000
7808520,Lahore,Imported,Sedan,Toyota,Camry,2012,2500,Automatic,Petrol,White,Islamabad,106000,7000000
7808522,Lahore,Imported,SUV,Range,Rover,2012,3000,Automatic,Petrol,White,Islamabad,70000,21400000
7808519,Lahore,,Mini Van,Suzuki,Bolan,2005,800,Manual,Petrol,White,Punjab,58000,1000000
7808526,Karachi,,Hatchback,Suzuki,Alto,2007,1000,Manual,Petrol,Solid White,Sindh,119000,770000
7808512,Sargodha,,Mini Van,FAW,X-PV,2013,1000,Manual,Petrol,Gold,Lahore,180000,680000
7616087,Karachi,,Sedan,Toyota,Corolla,2020,1300,Manual,Petrol,Grey Graphite,Karachi,70000,4750000
7808509,Lahore,Imported,Sedan,Honda,City,2006,1300,Manual,Petrol,White,Lahore,90000,1699000
7133156,Pano,,Hatchback,Suzuki,Cultus,2016,1000,Manual,Petrol,White,Sindh,160000,1625000
7796274,Quetta,Imported,,Subaru,Impreza,2017,2000,Automatic,Petrol,White,Un-Registered,83500,2100000
7808571,Lahore,,Mini Van,Suzuki,Bolan,2007,800,Manual,Petrol,Solid White,Lahore,150000,685000
7808539,Islamabad,,Hatchback,Suzuki,Alto,2021,660,Manual,Petrol,Solid White,Islamabad,36000,2600000
4014158,Karachi,Imported,,Suzuki,Margalla,1990,1000,Manual,Petrol,White,Karachi,150000,450000
7808578,Rawalpindi,,,Daihatsu,Cuore,1993,800,Manual,Petrol,White,Lahore,99,380000
7808537,Islamabad,Imported,Sedan,Toyota,Premio,2007,1800,Automatic,Petrol,Silver,Islamabad,100500,4300000
7808381,Lahore,Imported,Micro Van,Nissan,Clipper,2012,660,Automatic,Petrol,White,Lahore,69000,1395000
7808383,Karachi,Imported,Hatchback,Daihatsu,Mira,2012,660,Automatic,Petrol,Black,Karachi,76000,2190000
7808384,Wah,,Hatchback,Suzuki,Khyber,1996,1000,Manual,Petrol,White,Islamabad,250000,550000
7607296,Hawilian,,,Suzuki,Khyber,1996,1000,Manual,Petrol,White,Lahore,140000,410000
7808395,Karachi,Imported,Hatchback,Mitsubishi,Ek,2014,660,Automatic,Petrol,Black,Sindh,97000,2075000
7808386,Abbottabad,,Hatchback,Suzuki,Cultus,2015,1000,Manual,Petrol,Silver,Lahore,89000,1550000
7808374,Khushab,,Sedan,Toyota,Corolla,2007,1300,Manual,Petrol,Super White,Punjab,171900,1650000
7808414,Phalia,,Sedan,Honda,City,2018,1500,Automatic,Petrol,Taffeta White,Lahore,67000,4000000
7808401,Lahore,Imported,Sedan,Honda,City,1997,1300,Manual,,Maroon,Lahore,100000,575000
7808439,Peshawar,,Sedan,Toyota,Corolla,1997,1300,Manual,Petrol,Black,Faisalabad,350000,1280000
7808421,Karachi,,Crossover,MG,HS,2022,1500,Automatic,Petrol,Black,Karachi,20000,7650000
7808404,Karachi,Imported,Sedan,Mercedes,Benz,2011,1800,Automatic,Petrol,Black,Karachi,76423,9700000
7808411,Bahawalpur,,Hatchback,Suzuki,Cultus,2017,1000,Manual,Petrol,Grey,Karachi,89000,2250000
7808417,Rahim,,Sedan,Toyota,Corolla,2017,1300,Automatic,Petrol,White,Karachi,70000,4200000
7808451,Rawalpindi,,Sedan,Toyota,Corolla,2010,1300,Manual,Petrol,Gold,Islamabad,124963,2250000
7808458,Lahore,,,Daihatsu,Cuore,2003,800,Manual,Petrol,Black,Lahore,195000,765000
7808466,Rawalakot,,Hatchback,Suzuki,Mehran,2008,800,Manual,Petrol,White,Lahore,1,760000
7808438,Faisalabad,,Sedan,Toyota,Corolla,2006,1300,Manual,Petrol,Black,Lahore,250000,1550000
7808442,Abbottabad,Imported,,Honda,City,2014,1300,Manual,Petrol,White,Abbottabad,85000,3400000
7635800,Islamabad,,Sedan,Toyota,Corolla,2017,1798,Automatic,Petrol,Graphite Grey,Islamabad,120000,4800000
7808482,Rawalpindi,,Hatchback,Daihatsu,Cuore,2009,800,Manual,Petrol,,Islamabad,70000,950000
7808484,Nawabshah,,Sedan,Toyota,Corolla,2014,1600,Automatic,Petrol,Blue,Karachi,89000,3500000
7808487,Faisalabad,,Sedan,Honda,Civic,2004,1500,Automatic,Petrol,Grey,Sindh,131500,1600000
7808305,Karachi,Imported,Hatchback,Daihatsu,Mira,2013,660,Automatic,Petrol,,Sindh,201000,2000000
7808479,Sialkot,Imported,Hatchback,Toyota,Aqua,2021,1490,Automatic,Hybrid,Silver,Un-Registered,33000,9000000
7808367,Dera,,Sedan,Toyota,Corolla,2015,1300,Manual,Petrol,White,Sindh,70000,3300000
7808489,Peshawar,,Hatchback,Suzuki,Wagon,2016,1000,Manual,Petrol,White,Peshawar,300000,1890000
7808297,Karachi,,Sedan,Suzuki,Margalla,1994,1300,Manual,Petrol,White,Karachi,100000,375000
7808288,Islamabad,,Hatchback,Suzuki,Wagon,2022,1000,Manual,Petrol,Solid White,Islamabad,11000,3150000
7808308,Hyderabad,,Sedan,Toyota,Corolla,2021,1799,Automatic,Petrol,Super White,Sindh,45000,6500000
7808320,Okara,,Sedan,Honda,City,2020,1500,Automatic,Petrol,Taffeta White,Punjab,25000,4600000
7808309,Lahore,,Sedan,Honda,City,2006,1300,Manual,Petrol,Crystal Black,Punjab,156000,1740000
7808314,Sibi,Imported,,Suzuki,Jimny,2006,1300,Manual,Petrol,Black,Karachi,86000,2950000
7638693,Peshawar,,Sedan,Toyota,Corolla,2004,1600,Manual,Petrol,Black,Islamabad,522100,1550000
7808307,Wah,,Hatchback,Suzuki,Alto,2022,660,Automatic,Petrol,White,Islamabad,20000,2995000
7637060,Islamabad,,,Suzuki,Khyber,,1000,Manual,Petrol,White,Lahore,300000,240000
7808313,Islamabad,,Hatchback,Suzuki,Wagon,2017,1000,Manual,Petrol,Silver,Punjab,95000,2190000
7808333,Rawalpindi,Imported,,Nissan,Skyline,,1300,Manual,Petrol,Green,Mirpur A.K.,200000,270000
7808345,Karachi,,Sedan,Toyota,Corolla,2008,1800,Automatic,Petrol,Black,Sindh,100,2450000
7808351,Multan,,Hatchback,Suzuki,Wagon,2019,1000,Manual,Petrol,Solid White,Punjab,56000,3000000
7808322,Peshawar,,Sedan,Toyota,Corolla,2015,1300,Automatic,Petrol,Silver,Karachi,134000,3470000
7808328,Lahore,,Hatchback,Suzuki,Mehran,2017,800,Manual,Petrol,White,Punjab,50000,1100000
7808338,Islamabad,,Sedan,Toyota,Corolla,2017,1800,Automatic,Petrol,Brown,Lahore,85000,5250000
7808352,Gujranwala,,Sedan,Toyota,Corolla,2010,1300,Manual,Petrol,Silver Metallic,Gujranwala,99500,2850000
7808353,Gujranwala,Imported,Hatchback,Suzuki,Wagon,2015,660,Automatic,Petrol,Superior White,Lahore,95000,2750000
7797385,Peshawar,,Sedan,Toyota,Corolla,2008,1300,Manual,Petrol,Attitude Black,Lahore,202900,1980000
7808366,Karachi,,Double Cabin,Toyota,Hilux,2014,2500,Automatic,Diesel,Super White,Sindh,77000,6000000
7808360,Karachi,,Hatchback,Suzuki,Cultus,2014,1000,Manual,Petrol,Grey,Karachi,48000,1275000
